,sku,cat1,cat2,cat3
3424,172527,higiene y cuidado personal,dental,prótesis dentales
3425,172538,higiene y cuidado personal,nariz y oído,limpieza
3426,172546,cosmética y belleza,ojos,contorno de ojos
3427,172547,cosmética y belleza,facial,antiarrugas
3428,172567,higiene y cuidado personal,íntima,tampones
3429,172568,higiene y cuidado personal,íntima,tampones
3430,172570,higiene y cuidado personal,íntima,tampones
3431,172576,salud,botiquín,quemaduras y cicatrices
3432,172579,higiene y cuidado personal,corporal,geles
3433,172580,cosmética y belleza,corporal,celulitis
3434,172584,higiene y cuidado personal,dental,cepillos
3435,172609,salud,trastornos digestivos ,ardor y reflujo
3436,172610,salud,trastornos digestivos ,ardor y reflujo
3437,172628,salud,vitaminas y minerales,minerales
3438,172630,salud,vitaminas y minerales,
3439,172637,higiene y cuidado personal,dental,ortodoncia
3440,172651,cosmética y belleza,ojos,contorno de ojos
3441,172683,salud,ortopedia,lesiones
3442,172685,salud,ortopedia,lesiones
3443,172686,salud,ortopedia,lesiones
3444,172687,salud,ortopedia,lesiones
3445,172693,higiene y cuidado personal,dental,cepillos eléctricos
3446,172696,salud,trastornos digestivos ,estreñimiento
3448,172766,salud,trastornos digestivos ,estreñimiento
3449,172771,salud,aparato respiratorio,garganta y tos
3450,172782,cosmética y belleza,facial,piel seca
3451,172790,salud,trastornos digestivos ,gases
3452,172799,higiene y cuidado personal,dental,colutorios
3453,172801,cosmética y belleza,facial,antiarrugas
3454,172810,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3455,172811,cosmética y belleza,facial,acné
3457,172819,higiene y cuidado personal,cabello,champu
3458,172824,infantil,higiene infantil,pieles atópicas
3459,172826,cosmética y belleza,facial,piel atópica
3460,172827,cosmética y belleza,corporal,piel seca y atópica
3461,172828,infantil,higiene infantil,pieles atópicas
3462,172848,infantil,higiene infantil,toallitas bebé
3463,172851,infantil,higiene infantil,gel-champú
3464,172873,cosmética y belleza,facial,hidratantes
3465,172874,higiene y cuidado personal,cabello,anticaída
3466,172875,salud,aromaterapia,aceites esenciales
3467,172892,higiene y cuidado personal,corporal,desodorantes
3468,172897,salud,salud sexual,preservativos
3470,172927,salud,botiquín,verrugas
3471,172931,salud,aparato respiratorio,nariz
3472,172935,salud,aparato respiratorio,garganta y tos
3473,172938,salud,aparato respiratorio,garganta y tos
3474,172942,salud,aparato respiratorio,garganta y tos
3475,172943,salud,aparato respiratorio,garganta y tos
3476,172964,salud,óptica,colirios
3477,172965,higiene y cuidado personal,corporal,desodorantes
3478,172968,salud,vitaminas y minerales,jalea real
3479,172973,cosmética y belleza,uñas,limas y tratamiento uñas
3480,172981,cosmética y belleza,uñas,quitaesmalte
3481,173014,cosmética y belleza,sol,protección nieve
3482,173015,cosmética y belleza,sol,protección nieve
3483,173019,cosmética y belleza,sol,protectores solares
3484,173020,cosmética y belleza,facial,antiarrugas
3485,173023,cosmética y belleza,sol,protectores solares
3486,173025,cosmética y belleza,sol,protectores solares
3487,173029,cosmética y belleza,corporal,hidratación
3488,173030,higiene y cuidado personal,cabello,piojos
3489,173050,salud,óptica,colirios
3490,173100,salud,descanso y relajación,
3491,173105,salud,botiquín,desinfectantes
3492,173107,cosmética y belleza,facial,hidratantes
3493,173108,nutrición,nutrición específica,adultos
3494,173109,nutrición,nutrición específica,adultos
3495,173110,nutrición,nutrición específica,adultos
3496,173117,salud,vitaminas y minerales,multivitamínicos
3497,173118,salud,descanso y relajación,
3498,173125,salud,vitaminas y minerales,multivitamínicos
3500,173127,higiene y cuidado personal,dental,dentífricos
3501,173136,cosmética y belleza,facial,antiarrugas
3502,173147,higiene y cuidado personal,íntima,compresas
3503,173151,salud,descanso y relajación,
3504,173181,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
3505,173191,salud,vitaminas y minerales,multivitamínicos
3506,173192,salud,vitaminas y minerales,multivitamínicos
3507,173210,cosmética y belleza,perfumería,mujer
3508,173212,cosmética y belleza,perfumería,hombre
3509,173213,salud,botiquín,quemaduras y cicatrices
3510,173214,salud,botiquín,quemaduras y cicatrices
3511,173217,cosmética y belleza,sol,protectores solares
3512,173223,salud,ortopedia,humidificadores
3513,173227,cosmética y belleza,facial,serum
3514,173248,nutrición,nutrición específica,adultos
3515,173249,nutrición,nutrición específica,adultos
3516,1732507,cosmética y belleza,corporal,celulitis
3517,173297,cosmética y belleza,ojos,contorno de ojos
3518,173301,salud,ortopedia,bolsas de frío y calor
3519,173303,salud,botiquín,quemaduras y cicatrices
3520,173311,cosmética y belleza,corporal,hidratación
3521,173346.AZUL,infantil,biberones,biberones
3522,173346.blanco,infantil,biberones,biberones
3523,173346.rosa,infantil,biberones,biberones
3525,173384,infantil,alimentación infantil,leches infantiles
3526,173386,infantil,alimentación infantil,leches infantiles
3527,173396,salud,aparato respiratorio,garganta y tos
3528,173397,salud,aparato respiratorio,garganta y tos
3529,173398,salud,aparato respiratorio,garganta y tos
3530,173399,salud,aparato respiratorio,garganta y tos
3531,173400,salud,aparato respiratorio,garganta y tos
3532,173402,salud,aparato respiratorio,garganta y tos
3533,173404,salud,aparato respiratorio,garganta y tos
3534,173405,salud,aparato respiratorio,garganta y tos
3535,173406,salud,aparato respiratorio,garganta y tos
3536,173407,salud,aparato respiratorio,garganta y tos
3537,173408,salud,aparato respiratorio,garganta y tos
3538,173409,salud,aparato respiratorio,garganta y tos
3539,173410,salud,aparato respiratorio,garganta y tos
3540,173411,salud,aparato respiratorio,garganta y tos
3541,173421,salud,óptica,colirios
3542,173422,salud,óptica,colirios
3543,173423,salud,óptica,colirios
3544,173513.3,higiene y cuidado personal,facial,mascarillas
3545,173555,higiene y cuidado personal,facial,mascarillas
3546,173556,cosmética y belleza,facial,rojeces
3547,173557,cosmética y belleza,facial,rojeces
3548,173568,higiene y cuidado personal,íntima,compresas
3549,173578,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
3550,173579,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
3551,173680,cosmética y belleza,hombres,antiarrugas hombre
3552,173683,cosmética y belleza,corporal,hidratación
3553,173721,cosmética y belleza,labial,pintalabios
3554,173747,salud,aromaterapia,aceites esenciales
3555,173748,salud,aromaterapia,aceites esenciales
3556,173751,cosmética y belleza,corporal,celulitis
3557,173752,higiene y cuidado personal,cabello,anticaída
3558,173753,nutrición,pérdida de peso,drenajes
3559,173754,nutrición,pérdida de peso,drenajes
3560,173767,cosmética y belleza,sol,protectores solares
3561,173768,cosmética y belleza,sol,protectores solares
3562,173769,cosmética y belleza,sol,protección nieve
3563,173771,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3564,173775,cosmética y belleza,sol,protectores solares
3565,173780,cosmética y belleza,sol,protectores solares
3566,173783,cosmética y belleza,facial,maquillajes
3567,173784,cosmética y belleza,sol,protectores solares
3568,173788,salud,trastornos digestivos ,flora intestinal y digestión
3569,173813,cosmética y belleza,sol,protectores solares
3574,174001,cosmética y belleza,facial,hidratantes
3575,17400811,cosmética y belleza,manos,jabón de manos
3576,17400812,cosmética y belleza,manos,jabón de manos
3577,17400813,cosmética y belleza,manos,jabón de manos
3578,17400820,higiene y cuidado personal,corporal,geles
3579,17400821,higiene y cuidado personal,corporal,geles
3580,17400822,higiene y cuidado personal,corporal,geles
3581,174009,salud,botiquín,suero fisiológico
3582,174016,nutrición,pérdida de peso,productos sustitutivos y entrehoras
3583,174019,infantil,higiene infantil,crema pañal
3584,174030,salud,óptica,colirios
3585,174033,cosmética y belleza,sol,protectores solares
3586,174034,cosmética y belleza,sol,protectores solares
3587,174035,infantil,higiene infantil,hidratantes
3588,174036,infantil,higiene infantil,gel-champú
3589,174038,infantil,higiene infantil,hidratantes
3590,174039,cosmética y belleza,sol,protectores solares
3591,174041,salud,botiquín,quemaduras y cicatrices
3592,174062,salud,vitaminas y minerales, multivitamínicos
3593,174064,salud,vitaminas y minerales,multivitamínicos
3594,174065,salud,vitaminas y minerales,multivitamínicos
3595,174066,salud,vitaminas y minerales,multivitamínicos
3596,174066.90+30,salud,vitaminas y minerales,multivitamínicos
3597,174067,salud,trastornos digestivos ,flora intestinal y digestión
3598,174073,higiene y cuidado personal,íntima,limpieza
3599,174104,nutrición,pérdida de peso,drenajes
3600,174108,cosmética y belleza,manos,crema de manos
3601,174129,salud,óptica,colirios
3602,174156,higiene y cuidado personal,dental,dentífricos
3603,174157amarillo,higiene y cuidado personal,dental,cepillos
3604,174157azul,higiene y cuidado personal,dental,cepillos
3605,174157rosa,higiene y cuidado personal,dental,cepillos
3606,174157verde,higiene y cuidado personal,dental,cepillos
3607,174158,salud,trastornos digestivos ,flora intestinal y digestión
3608,174163,cosmética y belleza,corporal,hidratación
3609,174164,cosmética y belleza,sol,protectores solares
3610,174165,cosmética y belleza,sol,protectores solares
3611,174166,cosmética y belleza,sol,protectores solares
3613,174186,infantil,higiene infantil,toallitas bebé
3614,174189,salud,óptica,colirios
3615,174191.verde,infantil,chupetes,chupetes de silicona
3616,174206,salud,descanso y relajación,
3618,174224,cosmética y belleza,facial,antimanchas
3619,174253,cosmética y belleza,facial,maquillajes
3620,174291,infantil,higiene infantil,gel-champú
3621,174293,infantil,higiene infantil,gel-champú
3622,174298,salud,aparato respiratorio,garganta y tos
3623,174301,salud,salud sexual,falta de deseo
3624,174311,salud,vitaminas y minerales,
3625,174313,salud,aparato respiratorio,garganta y tos
3626,174325,nutrición,pérdida de peso,drenajes
3627,174332,salud,ortopedia,plantillas
3628,174333,salud,ortopedia,plantillas
3629,174336,salud,ortopedia,plantillas
3630,174337,salud,ortopedia,plantillas
3631,174338,salud,ortopedia,plantillas
3632,174340,higiene y cuidado personal,pies,limas y durezas
3633,174354,higiene y cuidado personal,íntima,limpieza
3634,174377,cosmética y belleza,corporal,hidratación
3635,174377.duplo,cosmética y belleza,corporal,hidratación
3636,174380,salud,botiquín,quemaduras y cicatrices
3637,174387,higiene y cuidado personal,cabello,anticaspa
3638,174394,salud,ortopedia,nebulizador
3639,174397,infantil,alimentación infantil,papillas
3640,174412,cosmética y belleza,corporal,urticaria y psoriasis
3641,174414,infantil,lactancia,accesorios de extracción
3642,174415,infantil,lactancia,accesorios de extracción
3643,174418,infantil,accesorios de alimentación,vajillas infantiles
3644,174435,infantil,biberones,biberones
3645,174445,salud,vitaminas y minerales,
3646,174448.amarillo,infantil,biberones,biberones
3647,174448.azul,infantil,biberones,biberones
3648,174448Rojo,infantil,biberones,biberones
3649,174448Verde,infantil,biberones,biberones
3650,174450,higiene y cuidado personal,dental,blanqueamiento dental
3651,174455,cosmética y belleza,facial,acné
3652,174459,higiene y cuidado personal,dental,colutorios
3653,174463,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3654,174472,cosmética y belleza,corporal,piel seca y atópica
3655,174473,cosmética y belleza,corporal,piel seca y atópica
3656,174479,cosmética y belleza,facial,antimanchas
3657,174480,cosmética y belleza,facial,antimanchas
3658,174496,higiene y cuidado personal,cabello,peinado y tratamiento
3659,174503,nutrición,pérdida de peso,quemagrasas
3660,174511,salud,vitaminas y minerales,suplementos
3661,174522,cosmética y belleza,facial,antiarrugas
3662,174551,higiene y cuidado personal,dental,blanqueamiento dental
3663,174553,salud,problemas cardiovasculares y circulación,colesterol
3664,174569,cosmética y belleza,sol,protectores solares
3665,174570,cosmética y belleza,sol,protección nieve
3666,174575,higiene y cuidado personal,pies,callos
3667,174576,higiene y cuidado personal,cabello,champu
3668,174581,higiene y cuidado personal,cabello,anticaspa
3669,174595,cosmética y belleza,facial,maquillajes
3670,174609,cosmética y belleza,sol,protectores solares
3671,174612,higiene y cuidado personal,cabello,anticaída
3672,174629,infantil,higiene infantil,crema pañal
3673,174660,higiene y cuidado personal,cabello,piojos
3674,174661,higiene y cuidado personal,cabello,piojos
3675,174689,salud,belleza,piel
3676,174726,higiene y cuidado personal,cabello,anticaída
3677,174728,cosmética y belleza,sol,protectores solares
3678,174743,cosmética y belleza,facial,antimanchas
3679,174744,cosmética y belleza,corporal,piel seca y atópica
3680,174745,higiene y cuidado personal,corporal,geles
3681,174822,higiene y cuidado personal,corporal,geles
3682,174831,cosmética y belleza,sol,protección nieve
3684,174835,higiene y cuidado personal,corporal,geles
3685,174836,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3686,174840,cosmética y belleza,facial,hidratantes
3687,174841,cosmética y belleza,facial,hidratantes
3688,174842,cosmética y belleza,facial,antiarrugas
3689,174855,cosmética y belleza,manos,crema de manos
3690,174857,cosmética y belleza,sol,protección nieve
3691,174857+163169,cosmética y belleza,sol,protectores solares
3692,174871,cosmética y belleza,facial,acné
3693,174876,higiene y cuidado personal,cabello,anticaída
3694,174910,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3695,174911,higiene y cuidado personal,cabello,champu
3696,174912,higiene y cuidado personal,dental,cuidados especiales
3697,174913,higiene y cuidado personal,cabello,peinado y tratamiento
3698,174925,nutrición,pérdida de peso,activadores
3699,174935,cosmética y belleza,corporal,piel seca y atópica
3700,174936,cosmética y belleza,sol,protectores solares
3701,174937,cosmética y belleza,sol,protectores solares
3702,174940,higiene y cuidado personal,cabello,anticaída
3704,174982,higiene y cuidado personal,dental,cuidados especiales
3705,174983,higiene y cuidado personal,dental,cuidados especiales
3706,174985,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3707,17500806,cosmética y belleza,perfumería,mujer
3708,17500876.b,cosmética y belleza,perfumería,mujer
3709,17500876.e,cosmética y belleza,perfumería,mujer
3710,17500876.g,cosmética y belleza,perfumería,mujer
3711,17500876.l,cosmética y belleza,perfumería,mujer
3712,17500876.n,cosmética y belleza,perfumería,mujer
3713,17500876.nig,cosmética y belleza,perfumería,mujer
3714,17500876.s,cosmética y belleza,perfumería,mujer
3715,175025,nutrición,nutrición específica,adultos
3716,175037,cosmética y belleza,corporal,piel seca y atópica
3717,175045,higiene y cuidado personal,íntima,compresas
3718,175050,cosmética y belleza,labial,hidratantes labiales
3720,175056,cosmética y belleza,ojos,contorno de ojos
3721,175063,cosmética y belleza,sol,suplementos
3722,175134,cosmética y belleza,corporal,hidratación
3723,175135,higiene y cuidado personal,corporal,geles
3724,175153,salud,belleza,piel
3725,175180,infantil,lactancia,sacaleches
3726,175193,salud,botiquín,antimosquitos
3727,175197,cosmética y belleza,facial,antiarrugas
3728,175220,salud,botiquín,antimosquitos
3729,175223,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
3730,175230,salud,problemas cardiovasculares y circulación,
3731,175231,salud,aparato urinario,cistitis
3732,175234,salud,botiquín,desinfectantes
3733,175235,salud,botiquín,desinfectantes
3734,175236,cosmética y belleza,facial,hidratantes
3735,175237,cosmética y belleza,facial,hidratantes
3736,175238,cosmética y belleza,facial,hidratantes
3737,175239,cosmética y belleza,ojos,contorno de ojos
3738,175240,higiene y cuidado personal,íntima,incontinencia
3739,175241,higiene y cuidado personal,dental,dentífricos
3740,175242,higiene y cuidado personal,dental,cepillos
3741,175252,salud,vitaminas y minerales,multivitamínicos
3742,175257,higiene y cuidado personal,íntima,incontinencia
3743,175258,salud,vitaminas y minerales,multivitamínicos
3744,175259,salud,vitaminas y minerales,multivitamínicos
3745,175261,cosmética y belleza,corporal,celulitis
3746,175265,higiene y cuidado personal,íntima,incontinencia
3747,175270,higiene y cuidado personal,cabello,champu
3748,175271,higiene y cuidado personal,cabello,mascarillas
3749,175272,cosmética y belleza,ojos,bolsas en ojos
3750,175273,higiene y cuidado personal,íntima,incontinencia
3751,175275,higiene y cuidado personal,cabello,champu
3752,175277,salud,botiquín,antimosquitos
3753,175289,cosmética y belleza,corporal,estrias
3754,175291,cosmética y belleza,facial,antiarrugas
3755,175314,higiene y cuidado personal,corporal,geles
3756,175316,cosmética y belleza,corporal,hidratación
3757,175329,salud,aparato urinario,cistitis
3760,175340,cosmética y belleza,sol,protectores solares
3761,175341,cosmética y belleza,sol,protectores solares
3762,175342,cosmética y belleza,sol,protectores solares
3763,175343,salud,vitaminas y minerales,multivitamínicos
3764,175361,cosmética y belleza,facial,antiarrugas
3765,175363,nutrición,pérdida de peso,quemagrasas
3766,175365,nutrición,pérdida de peso,quemagrasas
3767,175409,cosmética y belleza,ojos,pestañas
3768,175409+162797,cosmética y belleza,ojos,pestañas
3769,175411,infantil,higiene infantil,colonias
3770,175426,salud,trastornos digestivos ,colon irritable
3774,175518,salud,mujer,menopausia
3775,175522,higiene y cuidado personal,corporal,exfoliantes
3776,175561,higiene y cuidado personal,corporal,geles
3777,175563,cosmética y belleza,corporal,hidratación
3778,175579,higiene y cuidado personal,dental,colutorios
3779,175581,cosmética y belleza,corporal,piel seca y atópica
3780,175590,salud,salud sexual,preservativos
3781,175593,cosmética y belleza,sol,protectores solares
3782,175604,cosmética y belleza,sol,protectores solares
3783,175606,cosmética y belleza,facial,maquillajes
3784,175607,cosmética y belleza,facial,maquillajes
3786,175620,cosmética y belleza,sol,after-sun
3787,175635,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3788,175664,cosmética y belleza,facial,antiarrugas
3789,175668,salud,belleza,piel
3790,175669,infantil,higiene infantil,crema pañal
3791,175678,infantil,lactancia,cuidado del pezón
3792,175681,salud,vitaminas y minerales, multivitamínicos
3793,175686,cosmética y belleza,facial,antiarrugas
3794,175697,salud,óptica,colirios
3795,175701,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3796,175705,salud,vitaminas y minerales,minerales
3797,175710,higiene y cuidado personal,cabello,anticaída
3798,175712,higiene y cuidado personal,cabello,anticaída
3799,175765,cosmética y belleza,facial,antimanchas
3800,175766,cosmética y belleza,facial,antimanchas
3801,175768,cosmética y belleza,corporal,piel seca y atópica
3802,175776,higiene y cuidado personal,cabello,piojos
3803,175778,higiene y cuidado personal,dental,colutorios
3804,175807,salud,óptica,líquido lentillas
3805,175824,salud,vitaminas y minerales,multivitamínicos
3806,175844,higiene y cuidado personal,cabello,champu
3807,175868,salud,mujer,infecciones íntimas
3808,175870,salud,fertilidad,fertilidad y concepción
3809,175871,higiene y cuidado personal,íntima,hidratantes
3810,175884,nutrición,pérdida de peso,productos sustitutivos y entrehoras
3811,175886,nutrición,pérdida de peso,productos sustitutivos y entrehoras
3812,175899,cosmética y belleza,corporal,hidratación
3813,175923,higiene y cuidado personal,dental,colutorios
3814,175926,higiene y cuidado personal,cabello,anticaída
3815,175936,cosmética y belleza,facial,ampollas
3816,175976,cosmética y belleza,ojos,bolsas en ojos
3817,175979,cosmética y belleza,sol,protectores solares
3818,175984,higiene y cuidado personal,dental,hilo dental
3819,175993,cosmética y belleza,ojos,bolsas en ojos
3820,17600801,higiene y cuidado personal,limpieza hogar,ambientadores y velas
3821,176011,nutrición,nutrición específica,adultos
3822,176012,nutrición,nutrición específica,adultos
3823,176023,cosmética y belleza,facial,maquillajes
3824,176024,higiene y cuidado personal,dental,cepillos interdentales
3825,176025,cosmética y belleza,facial,maquillajes
3826,176026,cosmética y belleza,facial,maquillajes
3827,176036,higiene y cuidado personal,íntima,limpieza
3828,176049,salud,óptica,colirios
3829,176056,cosmética y belleza,facial,acné
3830,176076,salud,vitaminas y minerales,
3831,176077,salud,belleza,piel
3832,176078,salud,trastornos digestivos ,flora intestinal y digestión
3833,176080,salud,trastornos digestivos ,flora intestinal y digestión
3834,1760802,higiene y cuidado personal,limpieza hogar,ambientadores y velas
3835,1760805,higiene y cuidado personal,limpieza hogar,ambientadores y velas
3836,1760806,higiene y cuidado personal,limpieza hogar,ambientadores y velas
3837,176088,higiene y cuidado personal,nariz y oído,tapones y protección
3838,176102,cosmética y belleza,facial,maquillajes
3839,176103,cosmética y belleza,facial,maquillajes
3840,176108,salud,aparato urinario,cistitis
3841,176109,salud,aparato urinario,cistitis
3842,176115,higiene y cuidado personal,dental,dentífricos
3843,176123,higiene y cuidado personal,dental,dentífricos
3844,176126,nutrición,alimentos,edulcorantes
3845,1761704,higiene y cuidado personal,limpieza hogar,ambientadores y velas
3847,176176,higiene y cuidado personal,cabello,anticaída
3848,176177,higiene y cuidado personal,facial,mascarillas
3849,176179,higiene y cuidado personal,cabello,anticaída
3850,176192,salud,vitaminas y minerales,multivitamínicos
3851,176199,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3852,176236,salud,problemas cardiovasculares y circulación,
3854,176247,cosmética y belleza,facial,acné
3855,176249,cosmética y belleza,facial,antiarrugas
3856,176252,higiene y cuidado personal,íntima,limpieza
3857,176261,salud,ortopedia,bolsas de frío y calor
3859,176264,salud,ortopedia,bolsas de frío y calor
3860,176266,salud,ortopedia,bolsas de frío y calor
3861,176268,salud,ortopedia,bolsas de frío y calor
3862,176270,salud,ortopedia,bolsas de frío y calor
3863,176284rosa,infantil,chupetes,chupetes de silicona
3864,176285azul,infantil,chupetes,chupetes de silicona
3865,176285rosa,infantil,chupetes,chupetes de silicona
3866,176286,salud,vitaminas y minerales,suplementos
3867,176309,salud,aparato respiratorio,garganta y tos
3868,176327,cosmética y belleza,corporal,hidratación
3869,176328,cosmética y belleza,corporal,hidratación
3870,176334,infantil,alimentación infantil,papillas
3871,176335,infantil,alimentación infantil,papillas
3872,176340,higiene y cuidado personal,facial,mascarillas
3873,176344,cosmética y belleza,facial,antiarrugas
3874,176345,cosmética y belleza,ojos,contorno de ojos
3875,176346,nutrición,alimentos,edulcorantes
3876,176353,cosmética y belleza,facial,antiarrugas
3877,176355,cosmética y belleza,facial,antiarrugas
3878,176360,salud,óptica,colirios
3879,176361,cosmética y belleza,sol,protectores solares
3882,176377,salud,vitaminas y minerales,minerales
3883,176378,cosmética y belleza,facial,antiarrugas
3884,176389,higiene y cuidado personal,facial,exfoliantes
3885,176403,cosmética y belleza,corporal,hidratación
3886,176480,cosmética y belleza,perfumería,mujer
3887,176481,cosmética y belleza,perfumería,mujer
3888,176483,cosmética y belleza,perfumería,mujer
3889,176484,cosmética y belleza,perfumería,mujer
3890,176486,cosmética y belleza,perfumería,mujer
3891,176488,cosmética y belleza,perfumería,mujer
3892,176489,cosmética y belleza,perfumería,mujer
3893,176510,cosmética y belleza,perfumería,mujer
3894,176512,cosmética y belleza,perfumería,mujer
3895,176513,cosmética y belleza,perfumería,mujer
3896,176514,cosmética y belleza,perfumería,mujer
3897,176515,cosmética y belleza,perfumería,mujer
3898,176516,cosmética y belleza,perfumería,mujer
3899,176517,cosmética y belleza,perfumería,mujer
3900,176518,cosmética y belleza,perfumería,mujer
3901,176519,cosmética y belleza,perfumería,mujer
3902,176520,cosmética y belleza,perfumería,mujer
3903,176521,cosmética y belleza,perfumería,mujer
3904,176522,cosmética y belleza,perfumería,mujer
3905,176523,cosmética y belleza,perfumería,mujer
3906,176526,cosmética y belleza,perfumería,mujer
3907,176527,cosmética y belleza,perfumería,mujer
3908,176528,cosmética y belleza,perfumería,mujer
3909,176530,cosmética y belleza,perfumería,hombre
3910,176531,cosmética y belleza,perfumería,hombre
3911,176534,cosmética y belleza,perfumería,hombre
3912,176535,cosmética y belleza,perfumería,hombre
3913,176536,cosmética y belleza,perfumería,hombre
3917,176544,salud,vitaminas y minerales,multivitamínicos
3918,176547,salud,vitaminas y minerales,multivitamínicos
3919,176557,cosmética y belleza,ojos,contorno de ojos
3920,176573,cosmética y belleza,facial,antiarrugas
3921,176584,higiene y cuidado personal,dental,colutorios
3922,176585,higiene y cuidado personal,dental,cuidados especiales
3923,176587,higiene y cuidado personal,dental,cuidados especiales
3924,176590,salud,vitaminas y minerales,multivitamínicos
3925,176621,salud,mujer,infecciones íntimas
3926,176624,higiene y cuidado personal,facial,desmaquillantes y limpiadores
3927,176684,cosmética y belleza,facial,antiarrugas
3928,176686,cosmética y belleza,facial,antiarrugas
3929,176687,cosmética y belleza,facial,hidratantes
3930,176689,salud,botiquín,termómetros
3931,176690,salud,aparato respiratorio,nariz
3932,176691,salud,vitaminas y minerales,suplementos
3933,1767219,cosmética y belleza,hombres,afeitado masculino
3934,176724,cosmética y belleza,facial,hidratantes
3935,176732,cosmética y belleza,labial,pintalabios
3936,176733,cosmética y belleza,labial,pintalabios
3937,176734,cosmética y belleza,labial,pintalabios
3938,176736,cosmética y belleza,labial,pintalabios
3939,176738,cosmética y belleza,labial,hidratantes labiales
3940,176739,cosmética y belleza,manos,crema de manos
3941,176740,cosmética y belleza,manos,crema de manos
3942,176741,higiene y cuidado personal,dental,prótesis dentales
3943,176748,salud,óptica,colirios
3944,176759,higiene y cuidado personal,íntima,limpieza
3946,176769,higiene y cuidado personal,dental,cepillos
3947,176771,higiene y cuidado personal,dental,cepillos interdentales
3948,176775,cosmética y belleza,facial,hidratantes
3949,176777,cosmética y belleza,facial,hidratantes
3950,176778,salud,trastornos digestivos ,ardor y reflujo
3951,176811,cosmética y belleza,labial,hidratantes labiales
3952,176821,salud,belleza,antienvejecimiento
3953,176853,cosmética y belleza,sol,protectores solares
3954,176856,salud,salud sexual,falta de deseo
3955,176857,cosmética y belleza,facial,hidratantes
3960,176872,higiene y cuidado personal,íntima,limpieza
3961,176886,infantil,alimentación infantil,leches infantiles
3962,176887,salud,ortopedia,nebulizador
3963,176889,salud,botiquín,botiquines y kits
3964,176911.rockazblanco,infantil,chupetes,chupetes de latex o caucho
3965,176913,cosmética y belleza,facial,antiarrugas
3966,176914,cosmética y belleza,facial,antiarrugas
3967,176915,cosmética y belleza,facial,rojeces
3968,176916,cosmética y belleza,facial,serum
3969,176918,cosmética y belleza,ojos,bolsas en ojos
3970,176919,cosmética y belleza,facial,maquillajes
3971,176920,cosmética y belleza,facial,maquillajes
3972,176921,cosmética y belleza,facial,antiarrugas
3973,176922,higiene y cuidado personal,dental,dentífricos
3974,176926,salud,vitaminas y minerales,jalea real
3975,176937,salud,aparato respiratorio,garganta y tos
3976,176938,salud,aparato respiratorio,garganta y tos
3977,176944,salud,trastornos digestivos ,flora intestinal y digestión
3978,176950,salud,trastornos digestivos ,
3979,176957,salud,vitaminas y minerales, multivitamínicos
3980,176968,higiene y cuidado personal,nariz y oído,limpieza
3981,176976Niña,infantil,chupetes,chupetes de latex o caucho
3982,176987V,infantil,biberones,biberones
3983,176991,infantil,biberones,tetinas
3984,177008,cosmética y belleza,uñas,limas y tratamiento uñas
3985,177029,infantil,higiene infantil,costra láctea
3986,177031,infantil,higiene infantil,colonias
3987,177039,cosmética y belleza,facial,antimanchas
3988,177041,cosmética y belleza,facial,antimanchas
3989,177053,salud,vitaminas y minerales,multivitamínicos
3990,177057,salud,vitaminas y minerales,multivitamínicos
3991,177058,salud,vitaminas y minerales,multivitamínicos
3992,177077,cosmética y belleza,facial,hidratantes
3993,177078,cosmética y belleza,facial,hidratantes
3994,177086,higiene y cuidado personal,dental,blanqueamiento dental
3995,177093,cosmética y belleza,facial,maquillajes
3996,177104,cosmética y belleza,corporal,hidratación
3997,177115,salud,aromaterapia,aceites esenciales
3998,177119,salud,aparato urinario,cistitis
3999,177122,salud,botiquín,antimareo
4000,177125,salud,ortopedia,lesiones
4002,177132,salud,ortopedia,lesiones
4003,177135,salud,ortopedia,movilidad y descanso
4004,177136,salud,ortopedia,movilidad y descanso
4005,177138,salud,ortopedia,movilidad y descanso
4006,177144,cosmética y belleza,sol,protectores solares
4007,177145,cosmética y belleza,sol,protección nieve
4008,177146,cosmética y belleza,sol,after-sun
4009,177149,higiene y cuidado personal,cabello,antigrasa
4010,177160,cosmética y belleza,facial,ampollas
4011,177161,salud,óptica,toallitas oculares
4012,177209,salud,óptica,colirios
4013,177210,salud,óptica,salud ocular
4015,177268,cosmética y belleza,facial,antimanchas
4016,177270,salud,descanso y relajación,
4017,177281,cosmética y belleza,facial,antimanchas
4018,177283,cosmética y belleza,sol,protectores solares
4019,177284,cosmética y belleza,sol,protección nieve
4020,177285,cosmética y belleza,sol,protectores solares
4021,177299,higiene y cuidado personal,íntima,compresas
4022,177304,higiene y cuidado personal,íntima,compresas
