,sku,cat1,cat2,cat3
1111,152366,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1113,152382,Cosmética y Belleza,Corporal,Hidratación
1114,152477,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1115,152478,Cosmética y Belleza,Facial,Antimanchas
1116,152515,Higiene y cuidado personal,Nariz y oído,Tapones y protección
1117,152536,Cosmética y Belleza,Sol,Protectores solares
1118,152543,Salud,Mujer,Embarazo y lactancia
1119,152548,Cosmética y Belleza,Facial,Hidratantes
1120,152552,Cosmética y Belleza,Facial,Serum
1121,152558,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1122,152558Duplo,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1123,152560,Salud,Salud Sexual,Lubricantes
1124,152616,Cosmética y Belleza,Perfumería,Infantil
1125,152641,Salud,Aparato Urinario,cistitis
1126,152643,Higiene y cuidado personal,Nariz y oído,Limpieza
1127,152644,Higiene y cuidado personal,Nariz y oído,Limpieza
1128,152651,Higiene y cuidado personal,Facial,Exfoliantes
1129,152666,Cosmética y Belleza,Facial,Antiarrugas
1130,152667,Cosmética y Belleza,Facial,Antiarrugas
1131,152668,Cosmética y Belleza,Facial,Antiarrugas
1132,152670,Cosmética y Belleza,Ojos,Contorno de Ojos
1133,152677,Higiene y cuidado personal,Dental,Prótesis Dentales
1134,152681,Infantil,Higiene infantil,Gel-Champú
1135,152689,Cosmética y Belleza,Facial,Acné
1136,152700,Cosmética y Belleza,Facial,Acné
1137,152725,Cosmética y Belleza,Corporal,Reductores y reafirmantes
1138,152729,Infantil,Higiene infantil,Pieles Atópicas
1139,152733,Cosmética y Belleza,Sol,Protección Nieve
1140,152734,Higiene y cuidado personal,Pies,Hidratantes Pies
1141,152741,Cosmética y Belleza,Ojos,Contorno de Ojos
1143,152762,Cosmética y Belleza,Facial,Antiarrugas
1144,152783,Salud,Vitaminas y Minerales,Minerales
1145,152792,Cosmética y Belleza,Corporal,Estrias
1146,152795,Higiene y cuidado personal,Íntima,Hidratantes
1147,152796,Infantil,Lactancia,Cuidado del Pezón
1148,152797,Cosmética y Belleza,Corporal,Estrias
1149,152802,Higiene y cuidado personal,Cabello,Champu
1150,152803,Higiene y cuidado personal,Cabello,Champu
1151,152804,Higiene y cuidado personal,Cabello,Champu
1152,152818,Nutrición,Pérdida de peso,Quemagrasas
1153,152820,Higiene y cuidado personal,Dental,Blanqueamiento Dental
1154,152823,Higiene y cuidado personal,Cabello,Mascarillas
1155,152829,Higiene y cuidado personal,Dental,Colutorios
1156,152831,Higiene y cuidado personal,Cabello,Tintes de Pelo
1157,152832,Higiene y cuidado personal,Cabello,Tintes de Pelo
1158,152833,Higiene y cuidado personal,Cabello,Champús especiales
1159,152834,Higiene y cuidado personal,Dental,Prótesis Dentales
1160,152836,Higiene y cuidado personal,Dental,Prótesis Dentales
1161,152863,Salud,Belleza,Antienvejecimiento
1162,152871,Salud,Vitaminas y Minerales,Suplementos
1163,152872,Salud,Vitaminas y Minerales,Suplementos
1164,152874,Salud,Vitaminas y Minerales,Suplementos
1165,152877,Salud,Vitaminas y Minerales,Suplementos
1166,152878,Salud,Vitaminas y Minerales,Suplementos
1167,152879,Salud,Vitaminas y Minerales,Suplementos
1168,152882,Salud,Vitaminas y Minerales,Suplementos
1169,152885,Cosmética y Belleza,Sol,Protectores solares
1170,152888,Cosmética y Belleza,Facial,Rojeces
1171,152889,Cosmética y Belleza,Sol,Protectores solares
1172,152890,Cosmética y Belleza,Facial,Antimanchas
1173,152914,Salud,Botiquín,Quemaduras y cicatrices
1174,152932,Salud,Botiquín,Quemaduras y cicatrices
1175,152935,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1176,152937,Higiene y cuidado personal,Cabello,Champu
1177,152938,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1178,152941,Higiene y cuidado personal,Cabello,Champu
1179,152943,Higiene y cuidado personal,Cabello,Champu
1180,152944,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1181,152953,Higiene y cuidado personal,Dental,Colutorios
1182,152968,Cosmética y Belleza,Facial,Antiarrugas
1183,152969,Cosmética y Belleza,Sol,Protectores solares
1184,152970,Cosmética y Belleza,Facial,Rojeces
1185,152977,Cosmética y Belleza,Ojos,Contorno de Ojos
1186,152982,Higiene y cuidado personal,Dental,Cuidados Especiales
1187,152989,Higiene y cuidado personal,Cabello,Anticaída
1188,152989.Pack,Higiene y cuidado personal,Cabello,Anticaída
1189,153018,Salud,Óptica,Colirios
1190,153025,Higiene y cuidado personal,Dental,Cepillos Interdentales
1191,153026,Infantil,Biberones,Biberones
1192,153026Naranja,Infantil,Biberones,Biberones
1193,153026Rojo,Infantil,Biberones,Biberones
1194,153026Verde,Infantil,Biberones,Biberones
1195,153028,Infantil,Biberones,Biberones
1196,153029,Infantil,Chupetes,Chupetes de Latex o Caucho
1197,153030,Infantil,Chupetes,Chupetes de Latex o Caucho
1198,153032,Infantil,Chupetes,Chupetes de Latex o Caucho
1199,153033,Infantil,Chupetes,Chupetes de Silicona
1200,153034,Infantil,Chupetes,Chupetes de Latex o Caucho
1201,153049,Higiene y cuidado personal,Dental,Cepillos Interdentales
1202,153062,Cosmética y Belleza,Corporal,Piel Seca y atópica
1203,153063,Cosmética y Belleza,Corporal,Hidratación
1204,153067,Nutrición,Pérdida de peso,Drenajes
1205,153120,Higiene y cuidado personal,Dental,Colutorios
1206,153135,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
1207,153136,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
1208,153168.AzulClaro,Salud,Botiquín,Antimosquitos
1209,153168.barquito,Salud,Botiquín,Antimosquitos
1210,153168.Camuflaje,Salud,Botiquín,Antimosquitos
1211,153168.coco,Salud,Botiquín,Antimosquitos
1212,153168.helado,Salud,Botiquín,Antimosquitos
1213,153168.Naranja,Salud,Botiquín,Antimosquitos
1214,153168.Negro,Salud,Botiquín,Antimosquitos
1215,153168.NegroCuadritos,Salud,Botiquín,Antimosquitos
1216,153168.osito,Salud,Botiquín,Antimosquitos
1217,153168.princesas,Salud,Botiquín,Antimosquitos
1218,153168.RojaFlores,Salud,Botiquín,Antimosquitos
1219,153168.Rosa,Salud,Botiquín,Antimosquitos
1220,153168.RosaFlor,Salud,Botiquín,Antimosquitos
1221,153168.tucan,Salud,Botiquín,Antimosquitos
1222,153177,Cosmética y Belleza,Facial,Antiarrugas
1223,153181,Higiene y cuidado personal,Dental,Prótesis Dentales
1224,153184,Infantil,Higiene infantil,Hidratantes
1225,153193,Cosmética y Belleza,Manos,Crema de Manos
1226,153194,Cosmética y Belleza,Corporal,Reductores y reafirmantes
1227,153195,Higiene y cuidado personal,Corporal,Geles
1228,153196,Cosmética y Belleza,Facial,Antiarrugas
1229,153208,Salud,Trastornos digestivos ,
1230,153215,Cosmética y Belleza,Ojos,Contorno de Ojos
1231,153222,Higiene y cuidado personal,Cabello,Anticaída
1232,153226,Nutrición,Pérdida de peso,Drenajes
1233,153235,Higiene y cuidado personal,Dental,Cepillos
1234,153240,Higiene y cuidado personal,Corporal,Geles
1235,153240.Formatoviaje,Higiene y cuidado personal,Corporal,Geles
1236,153241,Higiene y cuidado personal,Facial,Exfoliantes
1237,153243,Cosmética y Belleza,Corporal,Piel Seca y atópica
1238,153245,Salud,Trastornos digestivos ,Ardor y reflujo
1240,153329,Salud,Mujer,Embarazo y lactancia
1243,153359,Salud,Trastornos digestivos ,Flora intestinal y digestión
1244,153363,Higiene y cuidado personal,Cabello,Anticaída
1245,153368,Higiene y cuidado personal,Facial,Mascarillas
1246,153387,Higiene y cuidado personal,Dental,Cepillos Interdentales
1247,153406,Salud,Aparato Urinario,cistitis
1248,153431,Salud,Belleza,Antienvejecimiento
1249,153439,Cosmética y Belleza,Sol,Protectores solares
1250,153444,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1252,153509,Higiene y cuidado personal,Íntima,Incontinencia
1253,153522,Cosmética y Belleza,Corporal,Estrias
1254,153526,Salud,Vitaminas y Minerales,Suplementos
1255,153538,Nutrición,Nutrición Deportiva,Energéticos
1256,153541,Salud,Vitaminas y Minerales, Suplementos
1257,153549,Cosmética y Belleza,Facial,Hidratantes
1258,153552,Cosmética y Belleza,Facial,Antiarrugas
1259,153553,Cosmética y Belleza,Facial,Hidratantes
1260,153554,Cosmética y Belleza,Facial,Antiarrugas
1261,153556,Cosmética y Belleza,Facial,Antiarrugas
1262,153562,Cosmética y Belleza,Facial,Antiarrugas
1263,153563,Cosmética y Belleza,Facial,Hidratantes
1264,153564,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1265,153566,Salud,Vitaminas y Minerales,Multivitamínicos
1266,153568,Salud,Salud Sexual,Lubricantes
1267,153624,Salud,Vitaminas y Minerales,Multivitamínicos
1268,153658,Higiene y cuidado personal,Íntima,Limpieza
1269,153699,Cosmética y Belleza,Facial,Antimanchas
1270,153712,Cosmética y Belleza,Ojos,Contorno de Ojos
1271,153713,Salud,Botiquín,Quemaduras y cicatrices
1272,153728,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1273,153729,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1274,153730,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1275,153732,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1276,153733,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1277,153735,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1278,153766,Salud,Vitaminas y Minerales,Suplementos
1279,153801,Salud,Vitaminas y Minerales,Suplementos
1280,153805,Cosmética y Belleza,Facial,Hidratantes
1281,153807,Cosmética y Belleza,Facial,Antiarrugas
1282,153813,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
1283,153816,Cosmética y Belleza,Facial,Antiarrugas
1284,153818,Cosmética y Belleza,Facial,Antiarrugas
1285,153819,Infantil,Lactancia,Cuidado del Pezón
1286,153820,Infantil,Lactancia,Pezoneras
1287,153821,Infantil,Lactancia,Pezoneras
1288,153822,Infantil,Lactancia,Pezoneras
1289,153823,Infantil,Lactancia,Accesorios de extracción
1290,153824,Infantil,Lactancia,Pezoneras
1291,153826,Infantil,Lactancia,Cuidado del Pezón
1292,153828,Infantil,Lactancia,Discos de Lactancia
1293,153830,Infantil,Accesorios de alimentación,Esterilización y limpieza
1294,153832,Infantil,Lactancia,Accesorios de extracción
1295,153838,Infantil,Biberones,Tetinas
1296,153839,Infantil,Biberones,Tetinas
1297,153844,Infantil,Biberones,Biberones
1298,153845,Infantil,Biberones,Biberones
1299,153863.pack1,Cosmética y Belleza,Corporal,Celulitis
1300,153876,Cosmética y Belleza,Corporal,Celulitis
1301,153903,Salud,Aparato Urinario,cistitis
1302,153925,Salud,Botiquín,Termómetros
1303,153937,Higiene y cuidado personal,Dental,Blanqueamiento Dental
1304,153973,Salud,Botiquín,Quemaduras y cicatrices
1305,153978,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
1306,153980,Cosmética y Belleza,Corporal,Hidratación
1307,153982,Cosmética y Belleza,Corporal,Hidratación
1308,153986,Cosmética y Belleza,Facial,Hidratantes
1309,153987,Cosmética y Belleza,Ojos,Contorno de Ojos
1310,154047,Higiene y cuidado personal,Dental,Cepillos
1311,154054,Higiene y cuidado personal,Dental,Cepillos
1312,154062,Higiene y cuidado personal,Dental,Cepillos
1313,154065,Salud,Óptica,Salud ocular
1314,154069,Cosmética y Belleza,Facial,Hidratantes
1315,154083,Cosmética y Belleza,Facial,Antiarrugas
1316,154102Mada,Higiene y cuidado personal,Dental,Colutorios
1317,154104,Higiene y cuidado personal,Corporal,Desodorantes
1318,154124,Higiene y cuidado personal,Dental,Dentífricos
1319,154125,Higiene y cuidado personal,Dental,Dentífricos
1320,154126,Infantil,Higiene infantil,Costra Láctea
1321,154127,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1322,154160,Cosmética y Belleza,Ojos,Contorno de Ojos
1323,154187,Cosmética y Belleza,Corporal,Hidratación
1324,154192,Higiene y cuidado personal,Íntima,Limpieza
1325,154196,Cosmética y Belleza,Corporal,Reductores y reafirmantes
1326,154203,Higiene y cuidado personal,Cabello,Anticaspa
1327,154206,Cosmética y Belleza,Manos,Crema de Manos
1328,154210,Higiene y cuidado personal,Dental,Hilo Dental
1329,154219,Higiene y cuidado personal,Facial,Exfoliantes
1330,154233,Nutrición,Pérdida de peso,Quemagrasas
1331,154241,Higiene y cuidado personal,Dental,Cuidados Especiales
1332,154245,Cosmética y Belleza,Corporal,Hidratación
1333,154250,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1334,154253,Higiene y cuidado personal,Cabello,Champu
1335,154259,Cosmética y Belleza,Facial,Hidratantes
1336,154267,Salud,Vitaminas y Minerales,Multivitamínicos
1337,154268,Salud,Vitaminas y Minerales,Multivitamínicos
1338,154270,Salud,Aparato Respiratorio,Garganta y tos
1339,154277,Salud,Problemas cardiovasculares y circulación,Colesterol
1340,154277x3,Salud,Problemas cardiovasculares y circulación,Colesterol
1341,154280,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1343,154290,Higiene y cuidado personal,Cabello,Anticaspa
1344,154295,Cosmética y Belleza,Facial,Antimanchas
1345,154297,Cosmética y Belleza,Corporal,Hidratación
1346,154305,Salud,Trastornos digestivos ,Flora intestinal y digestión
1347,154335,Higiene y cuidado personal,Dental,Cuidados Especiales
1348,154337,Higiene y cuidado personal,Dental,Cuidados Especiales
1349,154340,Salud,Ortopedia,Lesiones
1350,154346,Salud,Fertilidad,Fertilidad y concepción
1351,154354,Salud,Vitaminas y Minerales,Multivitamínicos
1352,154355,Salud,Vitaminas y Minerales,Multivitamínicos
1353,154360,Cosmética y Belleza,Ojos,Contorno de Ojos
1354,154363,Cosmética y Belleza,Facial,Antiarrugas
1355,154367,Infantil,Biberones,Tetinas
1356,154409,Cosmética y Belleza,Ojos,Contorno de Ojos
1357,154414,Higiene y cuidado personal,Dental,Cepillos Interdentales
1358,154418,Higiene y cuidado personal,Cabello,Anticaída
1359,154480,Salud,Aparato Respiratorio,Garganta y tos
1360,154483,Higiene y cuidado personal,Nariz y oído,Limpieza
1361,154485,Infantil,Preparación al parto y maternidad,Fajas postparto
1362,154486,Infantil,Preparación al parto y maternidad,Fajas postparto
1363,154487,Infantil,Preparación al parto y maternidad,Fajas postparto
1364,154488,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
1365,154489,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
1366,154490,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
1367,154491,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
1368,154493,Infantil,Preparación al parto y maternidad,Bragas y compresas postparto
1369,154494,Infantil,Preparación al parto y maternidad,Bragas y compresas postparto
1370,154495,Infantil,Preparación al parto y maternidad,Bragas y compresas postparto
1371,154502,Cosmética y Belleza,Manos,Crema de Manos
1372,154503,Cosmética y Belleza,Labial,Hidratantes Labiales
1373,154540,Salud,Vitaminas y Minerales,Multivitamínicos
1374,154541,Salud,Vitaminas y Minerales,Multivitamínicos
1375,154563,Cosmética y Belleza,Facial,Antimanchas
1376,154597,Cosmética y Belleza,Corporal,Hidratación
1378,154653,Salud,Mujer,Embarazo y lactancia
1380,154680,Higiene y cuidado personal,Corporal,Geles
1381,154684.Verde,Infantil,Chupetes,PortaChupetes
1382,154684blanco,Infantil,Chupetes,PortaChupetes
1383,154711,Infantil,Juguetes,Mordedores
1384,154711.neutro,Infantil,Juguetes,Mordedores
1385,154721,Salud,Vitaminas y Minerales,Multivitamínicos
1386,154722,Salud,Óptica,Salud ocular
1387,154754,Cosmética y Belleza,Facial,Acné
1388,154754pack,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1389,154759,Cosmética y Belleza,Sol,Protectores solares
1390,154763,Infantil,Higiene infantil,Gel-Champú
1391,154791,Cosmética y Belleza,Sol,Protectores solares
1392,154792,Infantil,Higiene infantil,Pieles Atópicas
1393,154800,Cosmética y Belleza,Sol,Protectores solares
1394,154800+169324,Cosmética y Belleza,Sol,Protectores solares
1395,154801,Cosmética y Belleza,Corporal,Hidratación
1396,154802,Cosmética y Belleza,Corporal,Hidratación
1397,154814,Salud,Aromaterapia,Aceites esenciales
1398,154836,Salud,Problemas cardiovasculares y circulación,Colesterol
1400,154841,Cosmética y Belleza,Facial,Antimanchas
1401,154854,Salud,Óptica,Salud ocular
1402,154855,Salud,Óptica,Colirios
1403,154861,Cosmética y Belleza,Corporal,Estrias
1404,154877,Cosmética y Belleza,Manos,Crema de Manos
1405,154884,Cosmética y Belleza,Sol,Protectores solares
1406,154887.Blanca,Infantil,Chupetes,Cadenitas Chupetes
1407,154887.Verde,Infantil,Chupetes,Cadenitas Chupetes
1408,154888,Cosmética y Belleza,Facial,Dermatitis y Eczemas
1409,154970,Salud,Trastornos digestivos ,
1410,154979,Cosmética y Belleza,Facial,Antiarrugas
1411,154980,Higiene y cuidado personal,Nariz y oído,Tapones y protección
1414,154985,Cosmética y Belleza,Sol,Protectores solares
1415,154988,Higiene y cuidado personal,Dental,Colutorios
1416,154997,Salud,Ortopedia,Plantillas
1417,154999,Cosmética y Belleza,Sol,Protectores solares
1418,1550040,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
1419,155016,Salud,Vitaminas y Minerales,Multivitamínicos
1420,155017,Salud,Vitaminas y Minerales,Multivitamínicos
1421,155077,Higiene y cuidado personal,Dental,Blanqueamiento Dental
1424,155098,Cosmética y Belleza,Corporal,Hidratación
1425,155099,Cosmética y Belleza,Corporal,Hidratación
1426,155139,Infantil,Alimentación infantil,Papillas
1427,155144,Cosmética y Belleza,Sol,Protectores solares
1428,155145,Cosmética y Belleza,Sol,Protectores solares
1429,155146,Higiene y cuidado personal,Dental,Cuidados Especiales
1430,155165,Higiene y cuidado personal,Dental,Colutorios
1431,155167,Higiene y cuidado personal,Corporal,Desodorantes
1432,155168,Higiene y cuidado personal,Dental,Dentífricos
1433,155169,Higiene y cuidado personal,Corporal,Desodorantes
1434,155170,Higiene y cuidado personal,Corporal,Desodorantes
1435,155171,Cosmética y Belleza,Facial,Antiarrugas
1436,155176,Higiene y cuidado personal,Dental,Cepillos
1437,155184,Higiene y cuidado personal,Dental,Cepillos
1438,155230,Cosmética y Belleza,Hombres,Reductores - Abdominales
1439,155233,Higiene y cuidado personal,Nariz y oído,Limpieza
1440,155239,Higiene y cuidado personal,Íntima,Incontinencia
1441,155240,Higiene y cuidado personal,Íntima,Incontinencia
1442,155275,Infantil,Higiene infantil,Hidratantes
1443,155286,Salud,Belleza,Piel
1444,155362,Higiene y cuidado personal,Corporal,Geles
1445,155372,Salud,Vitaminas y Minerales,Suplementos
1446,155412,Cosmética y Belleza,Corporal,Hidratación
1447,155414,Cosmética y Belleza,Corporal,Piel Seca y atópica
1448,155423,Higiene y cuidado personal,Cabello,Piojos
1449,155444,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1450,155445,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1451,155446,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1452,155451,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1453,155492,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1454,155493,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1455,155494,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1456,155495,Cosmética y Belleza,Facial,Antiarrugas
1457,155496,Cosmética y Belleza,Facial,Antiarrugas
1458,155497,Cosmética y Belleza,Facial,Antiarrugas
1459,155499,Higiene y cuidado personal,Pies,Hidratantes Pies
1460,155506,Salud,Vitaminas y Minerales,Multivitamínicos
1462,155512,Salud,Botiquín,Desinfectantes
1463,155513,Salud,Botiquín,Desinfectantes
1464,155531,Higiene y cuidado personal,Dental,Colutorios
1465,155549,Higiene y cuidado personal,Dental,Cepillos
1466,155581,Cosmética y Belleza,Facial,Acné
1467,155588,Higiene y cuidado personal,Dental,Dentífricos
1468,155596,Salud,Aparato Respiratorio,Garganta y tos
1469,155634,Higiene y cuidado personal,Cabello,Anticaspa
1470,155674,Cosmética y Belleza,Facial,Acné
1471,155675,Cosmética y Belleza,Facial,Acné
1472,155676,Salud,Vitaminas y Minerales,Multivitamínicos
1473,155677,Salud,Vitaminas y Minerales,Multivitamínicos
1474,155682,Salud,Vitaminas y Minerales,Multivitamínicos
1475,155692,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1476,155694,Salud,Botiquín,Antimosquitos
1477,155694x2,Cosmética y Belleza,Sol,Protectores solares
1478,155705,Higiene y cuidado personal,Cabello,Anticaída
1479,155727,Cosmética y Belleza,Facial,Antiarrugas
1480,155729,Cosmética y Belleza,Ojos,Contorno de Ojos
1481,155735,Higiene y cuidado personal,Íntima,Protegeslip
1482,155756,Cosmética y Belleza,Corporal,Piel Seca y atópica
1483,1557612,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
1485,155798,Higiene y cuidado personal,Cabello,Anticaspa
1486,155799,Higiene y cuidado personal,Cabello,Anticaspa
1490,155827,Salud,Botiquín,Quemaduras y cicatrices
1491,155828,Salud,Botiquín,Quemaduras y cicatrices
1492,155833,Cosmética y Belleza,Hombres,Hidratantes
1493,155835,Cosmética y Belleza,Facial,Antiarrugas
1494,155837,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
1495,155844,Cosmética y Belleza,Corporal,Reductores y reafirmantes
1496,155859,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
1497,155869,Infantil,Biberones,Tetinas
1498,155870.Azul,Infantil,Biberones,Biberones
1499,155893,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1500,155902,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1501,155905,Salud,Aparato Respiratorio,Garganta y tos
1502,155907,Salud,Trastornos digestivos ,Estreñimiento
1504,155920,Higiene y cuidado personal,Cabello,Anticaída
1505,155921,Salud,Aparato Urinario,Próstata
1506,156030,Salud,Aparato Urinario,cistitis
1507,156033,Cosmética y Belleza,Corporal,Hidratación
1508,156036,Cosmética y Belleza,Ojos,Pestañas
1509,156036.tv,Cosmética y Belleza,Ojos,Pestañas
1510,156105,Higiene y cuidado personal,Cabello,Anticaída
1511,156121,Salud,Mujer,Embarazo y lactancia
1512,156122,Infantil,Higiene infantil,Hidratantes
1513,156138,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1514,156139,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1515,156140,Cosmética y Belleza,Facial,Acné
1516,156140+159249,Cosmética y Belleza,Facial,Serum
1517,156144,Cosmética y Belleza,Facial,Maquillajes
1518,156145,Cosmética y Belleza,Facial,Maquillajes
1519,156150,Infantil,Chupetes,Chupetes de Silicona
1520,156150.rojo,Infantil,Chupetes,Chupetes de Silicona
1521,156170,Higiene y cuidado personal,Cabello,Anticaspa
1522,156255,Higiene y cuidado personal,Íntima,Limpieza
1523,156265,Salud,Salud Sexual,Preservativos
1524,156283,Salud,Vitaminas y Minerales,Multivitamínicos
1525,156284,Salud,Vitaminas y Minerales,Jalea real
1526,156285,Nutrición,Nutrición específica,Niños
1527,156286,Salud,Vitaminas y Minerales,Multivitamínicos
1528,156316,Cosmética y Belleza,Facial,Antiarrugas
1529,156320,Higiene y cuidado personal,Dental,Dentífricos
1530,156324,Salud,Vitaminas y Minerales,Suplementos
1534,156354,Salud,Salud Sexual,Lubricantes
1535,156355,Higiene y cuidado personal,Nariz y oído,Limpieza
1536,156467,Infantil,Higiene infantil,Gel-Champú
1537,156475,Cosmética y Belleza,Facial,Acné
1538,156476,Cosmética y Belleza,Facial,Antiarrugas
1539,156477,Cosmética y Belleza,Facial,Hidratantes
1540,156483,Cosmética y Belleza,Ojos,Contorno de Ojos
1541,156493,Infantil,Alimentación infantil,Leches infantiles
1542,156507,Higiene y cuidado personal,Dental,Prótesis Dentales
1543,156535,Salud,Fertilidad,Fertilidad y concepción
1544,156554,Infantil,Higiene infantil,Crema pañal
1545,156558,Salud,Aparato Urinario,cistitis
1546,156569,Infantil,Alimentación infantil,Leches infantiles
1547,156587,Higiene y cuidado personal,Cabello,Anticaída
1548,156589,Higiene y cuidado personal,Cabello,Anticaída
1549,156607,Nutrición,Pérdida de peso,Quemagrasas
1550,156618,Higiene y cuidado personal,Dental,Cepillos eléctricos
1551,156622,Higiene y cuidado personal,Dental,Cepillos
1552,156630,Higiene y cuidado personal,Dental,Cepillos eléctricos
1553,156645,Nutrición,Pérdida de peso,Quemagrasas
1554,156646,Higiene y cuidado personal,Cabello,Anticaída
1555,156647,Salud,Problemas cardiovasculares y circulación,
1556,156648,Higiene y cuidado personal,Cabello,Champu
1557,156652,Salud,Trastornos digestivos ,Flora intestinal y digestión
1558,156704,Salud,Belleza,Antienvejecimiento
1559,156737,Higiene y cuidado personal,Cabello,Champu
1560,156790,Infantil,Biberones,Tetinas
1561,156792,Salud,Trastornos digestivos ,
1562,156793,Nutrición,Pérdida de peso,Activadores
1563,156829.Duplo,Salud,Salud Sexual,Lubricantes
1564,156846,Salud,Óptica,Colirios
1565,156850,Infantil,Biberones,Tetinas
1566,156852,Infantil,Biberones,Tetinas
1567,156868,Salud,Belleza,Piel
1568,156874,Higiene y cuidado personal,Corporal,Desodorantes
1569,156892,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1570,156892.lila,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1571,156892Rosa,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1572,156892Verde,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1573,156894Azul,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1574,156894RosaAsas,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
1575,156899,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1576,156922,Infantil,Preparación al parto y maternidad,Bragas y compresas postparto
1577,156955,Higiene y cuidado personal,Íntima,Hidratantes
1578,156974,Higiene y cuidado personal,Íntima,Limpieza
1579,157015,Higiene y cuidado personal,Corporal,Desodorantes
1580,157025,Cosmética y Belleza,Ojos,Bolsas en ojos
1581,157044,Infantil,Biberones,Tetinas
1582,157046,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
1583,157071,Infantil,Higiene infantil,Crema pañal
1584,157078,Salud,Aparato Urinario,Incontinencia
1585,157079,Salud,Aparato Urinario,Incontinencia
1587,157084,Cosmética y Belleza,Ojos,Contorno de Ojos
1588,157115,Cosmética y Belleza,Labial,Hidratantes Labiales
1589,157123,Cosmética y Belleza,Labial,Hidratantes Labiales
1590,157131,Cosmética y Belleza,Labial,Hidratantes Labiales
1591,157133,Cosmética y Belleza,Facial,Antiarrugas
1592,157134,Cosmética y Belleza,Ojos,Contorno de Ojos
1593,157135,Cosmética y Belleza,Facial,Antiarrugas
1594,157138,Higiene y cuidado personal,Dental,Dentífricos
1595,157143,Cosmética y Belleza,Sol,Protectores solares
1596,157161,Cosmética y Belleza,Corporal,Hidratación
1597,157162,Higiene y cuidado personal,Dental,Cuidados Especiales
1598,157163,Salud,Botiquín,Quemaduras y cicatrices
1599,157168,Higiene y cuidado personal,Dental,Colutorios
1600,157169,Higiene y cuidado personal,Dental,Colutorios
1601,157170,Higiene y cuidado personal,Dental,Colutorios
1602,157185,Cosmética y Belleza,Corporal,Hidratación
1603,157190,Nutrición,Pérdida de peso,Drenajes
1604,157196,Higiene y cuidado personal,Íntima,Limpieza
1605,157199,Higiene y cuidado personal,Dental,Colutorios
1606,157200,Higiene y cuidado personal,Dental,Colutorios
1607,157201,Higiene y cuidado personal,Dental,Colutorios
1608,157202,Higiene y cuidado personal,Dental,Colutorios
